village,state,date,water_source_id,water_source_type,latitude,longitude,pH,turbidity_ntu,bacteria_ecoli_cfu_100ml,bacteria_coliform_cfu_100ml,dissolved_oxygen_mg_l,nitrates_mg_l,phosphates_mg_l,heavy_metals_mg_l,chlorine_residual_mg_l,fluoride_mg_l,arsenic_mg_l,test_method,testing_agency,is_potable,contamination_level,depth_meters
Resubelpara Rural,Meghalaya,2023-09-30,WS_85283,Piped Supply,26.016669,88.928827,7.66,6.7,1.0,86.0,5.1,26.2,1.51,0.019,1.91,1.19,0.0,IoT Sensor,Agency_7,1,Safe,
Mokokchung Rural,Nagaland,2023-09-30,WS_52409,Well,26.540851,91.801602,8.17,7.6,36.0,31.0,6.0,35.3,2.28,0.024,0.93,1.11,0.018,IoT Sensor,Agency_1,1,Safe,195.0
Williamnagar Village,Meghalaya,2023-09-30,WS_57092,River,23.239404,92.837336,5.19,93.2,451.0,2075.0,2.1,125.4,24.38,0.48,1.03,0.65,0.014,Water Testing Kit,Agency_2,0,High,
Bishnupur Rural,Manipur,2023-10-01,WS_81636,Well,25.795843,92.222247,8.2,7.5,19.0,1.0,8.6,35.6,1.25,0.031,1.74,1.12,0.04,Lab Analysis,Agency_2,1,Safe,27.0
Ziro Village,Arunachal Pradesh,2023-10-01,WS_62289,Pond,23.329818,94.851942,6.31,27.9,951.0,2493.0,3.7,156.5,9.81,0.48,0.57,0.73,0.049,Lab Analysis,Agency_4,0,High,
Amarpur Village,Tripura,2023-10-01,WS_93099,Tube Well,28.850069,95.234419,8.05,7.3,0.0,65.0,6.5,27.6,0.16,0.008,0.41,1.17,0.049,Water Testing Kit,Agency_6,1,Safe,74.0
Roing Village,Arunachal Pradesh,2023-10-01,WS_62195,River,23.317575,88.499857,5.92,81.8,664.0,1276.0,3.0,183.3,5.41,1.98,0.55,0.85,0.045,IoT Sensor,Agency_7,0,High,
Ziro Village,Arunachal Pradesh,2023-10-01,WS_23435,River,24.257813,96.691817,8.48,1.6,18.0,3.0,8.7,28.0,1.76,0.002,1.36,0.3,0.003,IoT Sensor,Agency_8,1,Safe,
Churachandpur Village,Manipur,2023-10-01,WS_60287,Tube Well,23.442639,89.900119,7.65,6.2,7.0,72.0,7.6,12.8,2.07,0.034,0.32,1.09,0.013,IoT Sensor,Agency_3,1,Safe,194.0
Tawang Rural,Arunachal Pradesh,2023-10-01,WS_21605,River,27.954696,89.198009,5.66,74.1,135.0,2881.0,3.3,67.1,12.84,0.66,0.83,0.29,0.008,Water Testing Kit,Agency_6,0,High,
Pakyong Village,Sikkim,2023-10-02,WS_36544,Well,25.67962,91.248089,7.67,5.2,31.0,24.0,6.3,38.0,1.35,0.001,0.24,0.43,0.028,Water Testing Kit,Agency_1,1,Safe,192.0
Saitual Rural,Mizoram,2023-10-02,WS_95041,Pond,27.178834,88.307525,5.04,98.4,629.0,989.0,3.9,143.8,10.73,1.35,1.33,0.47,0.007,Water Testing Kit,Agency_6,0,High,
Resubelpara Rural,Meghalaya,2023-10-02,WS_33156,Spring,26.231939,96.630718,8.49,7.0,29.0,35.0,5.7,9.5,2.6,0.043,0.17,0.8,0.047,Lab Analysis,Agency_3,1,Safe,
Lunglei Village,Mizoram,2023-10-02,WS_60940,Well,28.747161,90.631637,7.6,3.9,12.0,12.0,5.9,22.7,2.89,0.013,0.38,0.94,0.045,Water Testing Kit,Agency_1,1,Safe,121.0
Lawngtlai Village,Mizoram,2023-10-02,WS_55920,River,27.085241,92.580694,7.28,0.3,25.0,38.0,5.3,39.4,1.86,0.008,0.49,0.96,0.015,Lab Analysis,Agency_8,1,Safe,
Silchar Village,Assam,2023-10-02,WS_84252,River,27.157544,92.058786,5.52,43.8,1769.0,1015.0,1.2,101.4,7.78,1.22,0.16,1.26,0.028,Water Testing Kit,Agency_3,0,High,
Barpeta Village,Assam,2023-10-02,WS_76810,Tube Well,28.83296,96.750493,6.92,3.4,34.0,99.0,7.4,8.7,0.05,0.015,0.96,0.99,0.008,Water Testing Kit,Agency_9,1,Safe,25.0
Gyalshing Rural,Sikkim,2023-10-03,WS_59262,Tube Well,27.204294,90.219039,5.83,17.1,1215.0,4159.0,2.6,88.3,5.41,0.12,0.65,1.23,0.025,Lab Analysis,Agency_6,0,High,109.0
Shillong Rural,Meghalaya,2023-10-03,WS_40103,River,26.28125,88.99903,8.35,5.3,32.0,6.0,7.0,27.1,2.45,0.037,1.61,0.86,0.014,Lab Analysis,Agency_7,1,Safe,
Khowai Village,Tripura,2023-10-03,WS_56625,Piped Supply,27.218405,91.769409,8.23,2.0,37.0,25.0,8.2,19.7,2.97,0.033,0.65,1.19,0.011,Water Testing Kit,Agency_9,1,Safe,
Senapati Rural,Manipur,2023-10-03,WS_88581,Pond,24.468108,96.64917,7.01,4.5,19.0,40.0,5.8,14.5,0.82,0.012,1.2,0.69,0.017,IoT Sensor,Agency_3,1,Safe,
Gyalshing Rural,Sikkim,2023-10-03,WS_78452,Well,25.496955,95.97836,5.35,83.4,289.0,708.0,3.4,99.1,15.0,1.58,0.24,1.01,0.025,Water Testing Kit,Agency_2,0,High,52.0
Tezpur Village,Arunachal Pradesh,2023-10-03,WS_48243,Tube Well,25.322217,91.073942,8.47,1.4,13.0,75.0,8.4,37.0,1.37,0.005,0.99,0.73,0.037,IoT Sensor,Agency_2,1,Safe,27.0
Serchhip Village,Mizoram,2023-10-03,WS_25745,Piped Supply,26.133234,90.577747,7.41,4.5,34.0,49.0,5.7,13.2,0.08,0.034,1.51,0.64,0.033,IoT Sensor,Agency_5,1,Safe,
Tezpur Rural,Assam,2023-10-04,WS_66769,Tube Well,28.942626,90.2071,6.94,6.0,4.0,3.0,7.7,11.5,2.6,0.026,0.59,1.1,0.035,Water Testing Kit,Agency_3,1,Safe,106.0
Jowai Rural,Meghalaya,2023-10-04,WS_90170,Piped Supply,23.951778,93.328034,6.57,6.9,15.0,25.0,5.2,11.3,1.86,0.01,1.34,1.16,0.015,Water Testing Kit,Agency_9,1,Safe,
Itanagar Rural,Arunachal Pradesh,2023-10-04,WS_34728,Tube Well,23.145391,95.960888,7.42,1.9,7.0,76.0,8.2,14.6,2.7,0.034,0.1,0.17,0.001,Water Testing Kit,Agency_7,1,Safe,29.0
Ziro Village,Arunachal Pradesh,2023-10-04,WS_78188,Well,26.950706,88.975054,8.21,6.4,31.0,79.0,6.8,40.8,1.38,0.001,1.3,0.42,0.045,Water Testing Kit,Agency_7,1,Safe,91.0
Jorhat Village,Assam,2023-10-04,WS_46423,Tube Well,24.948356,91.743869,6.56,4.0,28.0,93.0,7.4,26.0,2.22,0.04,1.09,1.26,0.007,Water Testing Kit,Agency_9,1,Safe,126.0
Khliehriat Village,Meghalaya,2023-10-04,WS_47201,Tube Well,25.006655,92.649277,7.84,6.3,10.0,38.0,6.6,7.7,1.68,0.037,1.15,0.77,0.015,IoT Sensor,Agency_6,1,Safe,171.0
Imphal Rural,Manipur,2023-10-04,WS_95711,Piped Supply,23.706247,92.979343,4.64,93.3,1820.0,2707.0,3.6,94.7,8.1,1.95,0.38,1.3,0.002,Water Testing Kit,Agency_2,0,High,
Ukhrul Village,Manipur,2023-10-05,WS_22972,Pond,27.565675,89.573303,8.09,5.0,17.0,26.0,6.6,19.8,1.78,0.034,0.5,1.26,0.036,IoT Sensor,Agency_9,1,Safe,
Thoubal Village,Manipur,2023-10-05,WS_74973,River,24.969588,90.401428,6.92,1.9,36.0,34.0,5.8,20.4,1.48,0.01,1.11,0.25,0.029,Water Testing Kit,Agency_1,1,Safe,
Lunglei Village,Mizoram,2023-10-05,WS_20207,Spring,24.938999,91.201867,8.36,0.9,47.0,51.0,6.1,38.0,1.8,0.005,0.2,1.05,0.032,Water Testing Kit,Agency_2,1,Safe,
Nagaon Rural,Assam,2023-10-05,WS_46079,River,25.091103,89.248274,7.98,7.4,14.0,38.0,7.6,33.3,0.91,0.017,1.27,0.02,0.048,IoT Sensor,Agency_9,1,Safe,
Bishnupur Rural,Manipur,2023-10-05,WS_32255,Well,27.488483,89.272471,7.84,6.3,24.0,4.0,6.0,12.6,0.96,0.005,0.07,0.53,0.042,IoT Sensor,Agency_9,1,Safe,166.0
Gyalshing Rural,Sikkim,2023-10-05,WS_89509,River,24.646891,90.677645,5.65,41.4,804.0,502.0,3.3,140.4,16.63,1.35,1.62,0.25,0.024,Water Testing Kit,Agency_6,0,High,
Kiphire Village,Nagaland,2023-10-05,WS_17252,Well,24.011128,89.651407,6.83,4.2,25.0,52.0,7.9,17.8,1.37,0.033,0.27,1.42,0.037,Water Testing Kit,Agency_1,1,Safe,92.0
Ziro Village,Arunachal Pradesh,2023-10-06,WS_79863,Well,27.633445,90.470555,7.51,4.8,8.0,59.0,5.8,1.8,2.62,0.041,1.83,0.58,0.049,Water Testing Kit,Agency_2,1,Safe,180.0
Gangtok Rural,Sikkim,2023-10-06,WS_85672,Pond,28.961951,89.15646,8.08,4.7,37.0,48.0,6.1,31.7,2.47,0.016,1.29,0.0,0.017,Water Testing Kit,Agency_1,1,Safe,
Dimapur Village,Nagaland,2023-10-06,WS_96739,Piped Supply,25.2253,90.385727,6.23,42.1,386.0,2279.0,2.5,57.8,20.98,1.5,0.04,0.64,0.02,Water Testing Kit,Agency_4,0,High,
Imphal Rural,Manipur,2023-10-06,WS_45097,Well,27.631224,89.984223,6.74,4.0,17.0,4.0,5.7,11.6,0.7,0.03,1.07,0.23,0.04,IoT Sensor,Agency_4,1,Safe,168.0
Tezpur Rural,Assam,2023-10-06,WS_22891,Well,27.66309,90.19998,7.49,6.6,27.0,10.0,6.8,33.0,0.31,0.025,1.62,0.64,0.025,Water Testing Kit,Agency_8,1,Safe,11.0
Imphal Rural,Manipur,2023-10-06,WS_17842,Well,25.49938,90.452019,6.67,0.8,6.0,28.0,7.2,34.8,2.29,0.025,1.54,0.93,0.008,Lab Analysis,Agency_5,1,Safe,190.0
Tawang Rural,Arunachal Pradesh,2023-10-06,WS_61080,River,27.613361,94.271061,4.76,99.6,1482.0,2757.0,2.7,66.5,19.43,1.85,0.94,1.2,0.041,Lab Analysis,Agency_9,0,High,
Jorethang Rural,Sikkim,2023-10-07,WS_25907,Spring,26.475243,94.428922,5.16,89.8,149.0,1813.0,3.9,132.0,11.17,1.87,0.16,0.93,0.019,IoT Sensor,Agency_3,0,High,
Tuensang Village,Nagaland,2023-10-07,WS_76547,Well,27.443882,94.404072,6.84,3.7,24.0,42.0,8.5,33.7,2.43,0.05,1.1,0.85,0.022,Lab Analysis,Agency_8,1,Safe,56.0
Pasighat Rural,Arunachal Pradesh,2023-10-07,WS_94428,Pond,27.697486,92.697917,5.71,34.1,851.0,2564.0,3.8,196.6,9.94,0.35,1.87,0.96,0.024,IoT Sensor,Agency_9,0,High,
Dimapur Village,Nagaland,2023-10-07,WS_29116,Well,28.073509,91.609518,7.44,2.1,36.0,30.0,8.0,37.7,2.6,0.007,1.32,0.68,0.001,IoT Sensor,Agency_5,1,Safe,34.0
Pasighat Rural,Arunachal Pradesh,2023-10-07,WS_16187,Piped Supply,25.219076,95.104553,8.27,4.8,38.0,42.0,6.4,15.3,0.48,0.022,1.45,0.58,0.022,Lab Analysis,Agency_8,1,Safe,
Saitual Rural,Mizoram,2023-10-07,WS_74820,Well,26.906149,94.499173,7.8,2.4,2.0,93.0,8.4,20.8,2.47,0.04,1.64,0.86,0.037,Water Testing Kit,Agency_1,1,Safe,18.0
Silchar Village,Assam,2023-10-07,WS_43724,Piped Supply,26.14807,95.264355,5.75,75.6,1938.0,2225.0,1.3,100.2,13.38,1.56,1.59,1.03,0.048,IoT Sensor,Agency_7,0,High,
Pasighat Rural,Arunachal Pradesh,2023-10-08,WS_77283,River,25.367363,92.813237,4.71,92.3,1689.0,4679.0,2.0,129.0,10.12,0.84,0.46,0.76,0.007,Water Testing Kit,Agency_7,0,High,
Khliehriat Village,Meghalaya,2023-10-08,WS_55521,Piped Supply,26.297212,94.867327,7.49,7.5,11.0,55.0,7.1,20.0,2.49,0.028,0.18,0.59,0.04,Lab Analysis,Agency_4,1,Safe,
Singtam Village,Sikkim,2023-10-08,WS_10791,Well,23.394203,95.984786,7.61,3.6,29.0,72.0,6.1,4.4,2.72,0.048,1.26,1.34,0.021,Water Testing Kit,Agency_4,1,Safe,143.0
Tawang Rural,Arunachal Pradesh,2023-10-08,WS_38166,Piped Supply,24.094544,88.461907,6.54,4.6,47.0,21.0,6.1,29.2,2.46,0.032,0.01,1.39,0.029,Water Testing Kit,Agency_9,1,Safe,
Imphal Rural,Manipur,2023-10-08,WS_82720,Pond,28.81089,89.652089,8.48,4.9,26.0,52.0,5.8,32.8,0.51,0.01,0.27,1.47,0.012,Water Testing Kit,Agency_4,1,Safe,
Teliamura Rural,Tripura,2023-10-08,WS_34045,Tube Well,26.175842,89.023667,7.92,6.3,25.0,49.0,5.9,28.2,0.6,0.013,1.66,0.48,0.015,Water Testing Kit,Agency_4,1,Safe,151.0
Kolasib Rural,Mizoram,2023-10-08,WS_46538,Well,25.988986,96.809164,8.19,6.0,7.0,68.0,7.5,24.2,1.69,0.03,1.6,0.16,0.014,IoT Sensor,Agency_1,1,Safe,99.0
Tura Village,Meghalaya,2023-10-09,WS_75218,Well,25.687944,94.278178,7.23,6.1,20.0,53.0,5.5,27.7,3.0,0.036,1.13,0.16,0.022,Water Testing Kit,Agency_5,1,Safe,71.0
Williamnagar Village,Meghalaya,2023-10-09,WS_97364,Piped Supply,27.917116,95.210079,7.85,7.1,50.0,19.0,8.6,13.1,0.79,0.011,0.57,0.45,0.049,Water Testing Kit,Agency_1,1,Safe,
Agartala Rural,Tripura,2023-10-09,WS_94292,Well,26.542824,94.635281,8.42,6.3,23.0,9.0,6.2,39.9,0.46,0.033,0.12,1.2,0.023,Water Testing Kit,Agency_1,1,Safe,32.0
Kolasib Rural,Mizoram,2023-10-09,WS_83165,Well,25.170711,88.779585,7.96,1.1,13.0,98.0,5.8,5.3,0.7,0.036,0.58,0.26,0.011,Water Testing Kit,Agency_3,1,Safe,187.0
Thoubal Village,Manipur,2023-10-09,WS_64970,Pond,24.108229,91.089869,7.18,1.7,21.0,24.0,6.8,4.0,1.31,0.037,0.98,1.27,0.022,IoT Sensor,Agency_6,1,Safe,
Nongpoh Village,Meghalaya,2023-10-09,WS_48078,Piped Supply,24.897142,89.591243,4.79,53.0,1785.0,4449.0,2.8,69.5,18.62,0.44,0.16,0.74,0.042,IoT Sensor,Agency_1,0,High,
Dibrugarh Rural,Assam,2023-10-09,WS_61288,Well,28.990262,96.495641,7.26,7.9,27.0,83.0,5.9,40.9,2.23,0.017,0.44,0.15,0.021,Water Testing Kit,Agency_9,1,Safe,6.0
Serchhip Village,Mizoram,2023-10-10,WS_33617,Piped Supply,24.262384,96.908211,7.73,1.1,22.0,58.0,7.7,4.1,2.07,0.047,1.57,0.23,0.024,Water Testing Kit,Agency_7,1,Safe,
Silchar Village,Assam,2023-10-10,WS_97781,River,25.108588,92.44949,5.46,28.1,214.0,1323.0,2.1,147.0,14.99,1.5,0.43,0.24,0.015,Water Testing Kit,Agency_1,0,High,
Dimapur Village,Nagaland,2023-10-10,WS_74178,Piped Supply,26.785226,94.561176,6.87,6.5,43.0,10.0,6.7,24.8,2.42,0.032,1.37,1.27,0.045,Water Testing Kit,Agency_5,1,Safe,
Karimganj Village,Assam,2023-10-10,WS_92006,Well,23.286469,88.554045,6.74,4.8,45.0,61.0,6.6,42.2,0.89,0.013,1.59,0.29,0.016,Water Testing Kit,Agency_7,1,Safe,94.0
Guwahati Rural,Assam,2023-10-10,WS_99659,Tube Well,25.95825,89.243754,7.47,0.8,21.0,24.0,7.0,29.4,0.95,0.041,1.33,1.01,0.049,Lab Analysis,Agency_2,1,Safe,16.0
Udaipur Village,Tripura,2023-10-10,WS_28482,Well,23.820342,93.467677,4.57,51.6,672.0,2832.0,2.8,93.2,16.06,1.26,0.4,0.25,0.008,Lab Analysis,Agency_2,0,High,129.0
Kohima Rural,Nagaland,2023-10-10,WS_90426,River,27.226248,94.966691,5.32,36.5,1350.0,1468.0,1.3,98.1,14.74,1.48,0.21,1.08,0.033,Water Testing Kit,Agency_7,0,High,
Belonia Rural,Tripura,2023-10-11,WS_58418,Well,26.142392,94.005864,7.9,4.7,38.0,100.0,7.5,9.9,1.72,0.012,0.88,0.28,0.025,IoT Sensor,Agency_3,1,Safe,181.0
Tezpur Village,Arunachal Pradesh,2023-10-11,WS_42993,Piped Supply,25.681908,93.400586,8.4,2.5,29.0,3.0,8.6,30.8,0.83,0.034,0.42,1.11,0.029,IoT Sensor,Agency_5,1,Safe,
Teliamura Rural,Tripura,2023-10-11,WS_81864,Well,25.582428,90.584626,7.36,5.1,38.0,65.0,6.9,40.8,0.01,0.002,0.46,1.38,0.011,Water Testing Kit,Agency_6,1,Safe,185.0
Dharmanagar Rural,Tripura,2023-10-11,WS_49063,Pond,24.222786,96.491165,4.64,41.3,453.0,2564.0,3.5,158.4,20.09,1.24,1.77,0.45,0.01,Water Testing Kit,Agency_3,0,High,
Williamnagar Village,Meghalaya,2023-10-11,WS_55398,Piped Supply,26.172537,91.1727,7.6,2.4,33.0,98.0,7.8,43.6,0.07,0.013,1.81,0.78,0.023,IoT Sensor,Agency_4,1,Safe,
Naharlagun Village,Arunachal Pradesh,2023-10-11,WS_59593,Piped Supply,26.352737,89.219792,6.68,3.5,10.0,18.0,7.9,37.2,2.76,0.034,0.55,0.73,0.023,IoT Sensor,Agency_4,1,Safe,
Imphal Rural,Manipur,2023-10-11,WS_62082,Well,28.687632,95.424038,6.75,2.9,24.0,55.0,6.3,36.4,1.55,0.05,0.43,1.3,0.045,IoT Sensor,Agency_8,1,Safe,62.0
Roing Village,Arunachal Pradesh,2023-10-12,WS_91167,Well,23.489273,91.511761,8.19,5.1,3.0,1.0,5.4,40.9,2.96,0.024,1.32,1.5,0.011,IoT Sensor,Agency_1,1,Safe,40.0
Dibrugarh Rural,Assam,2023-10-12,WS_29158,Pond,23.711643,90.449805,5.2,23.0,1823.0,4176.0,2.7,135.7,15.08,0.53,1.51,0.34,0.027,Water Testing Kit,Agency_8,0,High,
Bishnupur Rural,Manipur,2023-10-12,WS_96909,Pond,26.394876,95.21796,4.55,21.9,459.0,3080.0,3.8,148.5,24.61,1.94,0.19,1.17,0.033,Water Testing Kit,Agency_9,0,High,
Namchi Village,Sikkim,2023-10-12,WS_10939,River,24.597404,91.641898,8.25,0.6,41.0,63.0,8.9,37.3,1.35,0.039,0.85,0.9,0.021,Lab Analysis,Agency_8,1,Safe,
Nongpoh Village,Meghalaya,2023-10-12,WS_57563,Piped Supply,23.596169,95.732433,7.79,5.7,33.0,61.0,5.8,37.8,1.73,0.049,1.64,1.16,0.034,IoT Sensor,Agency_6,1,Safe,
Champhai Rural,Mizoram,2023-10-12,WS_41715,River,23.368394,91.933415,5.17,19.5,1883.0,412.0,2.7,169.0,22.13,0.45,0.71,0.2,0.027,IoT Sensor,Agency_3,0,High,
Ukhrul Village,Manipur,2023-10-12,WS_16134,Piped Supply,25.724719,91.075707,7.1,4.9,48.0,1.0,6.1,34.1,1.41,0.008,0.11,0.91,0.026,Water Testing Kit,Agency_8,1,Safe,
Gyalshing Rural,Sikkim,2023-10-13,WS_52827,Pond,26.559198,94.843111,7.67,2.7,21.0,74.0,8.0,40.1,1.62,0.022,1.85,1.33,0.033,Water Testing Kit,Agency_1,1,Safe,
Belonia Rural,Tripura,2023-10-13,WS_27625,Piped Supply,23.529649,89.531161,7.36,6.2,1.0,87.0,5.0,20.3,2.64,0.021,0.76,0.56,0.003,Water Testing Kit,Agency_8,1,Safe,
Teliamura Rural,Tripura,2023-10-13,WS_49471,River,24.225619,91.934397,7.31,2.3,48.0,71.0,8.1,5.0,0.79,0.025,0.85,1.31,0.047,Water Testing Kit,Agency_9,1,Safe,
Nagaon Rural,Assam,2023-10-13,WS_44302,Piped Supply,23.766898,89.204981,8.35,4.7,9.0,58.0,7.3,28.8,0.3,0.034,1.18,0.22,0.015,Water Testing Kit,Agency_8,1,Safe,
Serchhip Village,Mizoram,2023-10-13,WS_53037,Pond,25.090985,88.59225,6.1,80.6,702.0,341.0,2.2,52.6,10.84,0.5,1.89,1.41,0.02,IoT Sensor,Agency_9,0,High,
Jowai Rural,Meghalaya,2023-10-13,WS_31698,Well,24.506503,89.303302,7.32,5.7,27.0,74.0,5.6,10.5,0.17,0.029,0.88,1.08,0.044,Lab Analysis,Agency_1,1,Safe,70.0
Namchi Village,Sikkim,2023-10-13,WS_58475,Well,23.871495,89.047637,6.65,3.3,12.0,83.0,7.1,2.7,1.07,0.035,0.51,0.56,0.004,Water Testing Kit,Agency_2,1,Safe,49.0
Tezpur Rural,Assam,2023-10-14,WS_41941,Well,23.68326,88.50749,6.77,7.2,29.0,80.0,7.5,23.7,1.58,0.037,1.73,0.18,0.031,Lab Analysis,Agency_4,1,Safe,199.0
Dimapur Village,Nagaland,2023-10-14,WS_46141,Well,26.800733,96.591297,8.26,2.2,16.0,22.0,5.5,3.3,2.01,0.017,1.51,0.73,0.04,Water Testing Kit,Agency_4,1,Safe,122.0
Namchi Village,Sikkim,2023-10-14,WS_86747,Well,26.927184,90.408276,7.21,0.3,11.0,17.0,8.2,32.7,1.84,0.047,1.08,0.26,0.027,IoT Sensor,Agency_8,1,Safe,31.0
Singtam Village,Sikkim,2023-10-14,WS_27817,Tube Well,28.335551,89.515396,6.86,7.5,19.0,5.0,5.3,18.8,2.66,0.008,0.1,0.73,0.018,Water Testing Kit,Agency_8,1,Safe,122.0
Senapati Rural,Manipur,2023-10-14,WS_97417,Pond,23.640418,94.978401,8.06,3.9,19.0,32.0,7.8,18.8,1.95,0.021,1.4,1.23,0.007,IoT Sensor,Agency_6,1,Safe,
Thoubal Village,Manipur,2023-10-14,WS_85831,Piped Supply,25.558529,96.9396,7.93,4.6,23.0,94.0,5.7,9.2,0.33,0.006,0.89,0.16,0.002,Lab Analysis,Agency_4,1,Safe,
Zunheboto Village,Nagaland,2023-10-14,WS_21232,Tube Well,23.087625,94.658382,6.75,2.1,33.0,25.0,7.1,11.0,2.05,0.004,1.61,0.56,0.035,Water Testing Kit,Agency_2,1,Safe,91.0
Udaipur Village,Tripura,2023-10-15,WS_54971,Well,28.143317,89.486645,6.71,3.1,10.0,55.0,5.0,22.8,0.85,0.016,0.08,0.81,0.027,IoT Sensor,Agency_6,1,Safe,47.0
Jowai Rural,Meghalaya,2023-10-15,WS_20927,Well,25.858773,89.414785,7.49,4.2,47.0,97.0,8.6,11.3,1.92,0.014,0.31,1.02,0.013,Lab Analysis,Agency_4,1,Safe,197.0
Jorethang Rural,Sikkim,2023-10-15,WS_75902,Well,23.488703,88.109163,7.96,7.3,24.0,18.0,5.7,24.4,2.15,0.046,0.95,0.5,0.004,Water Testing Kit,Agency_5,1,Safe,44.0
Jorethang Rural,Sikkim,2023-10-15,WS_33611,Well,26.910112,94.155061,6.77,5.0,35.0,78.0,8.5,0.1,0.53,0.041,1.71,0.43,0.04,IoT Sensor,Agency_9,1,Safe,176.0
Gyalshing Rural,Sikkim,2023-10-15,WS_54119,Well,23.385233,93.953742,7.19,7.8,34.0,29.0,7.5,17.1,1.93,0.04,0.11,1.11,0.027,Water Testing Kit,Agency_3,1,Safe,140.0
Khliehriat Village,Meghalaya,2023-10-15,WS_16986,Well,24.168014,94.212689,7.13,7.4,17.0,53.0,5.0,36.4,0.34,0.044,0.27,1.15,0.012,Water Testing Kit,Agency_2,1,Safe,123.0
Barpeta Village,Assam,2023-10-15,WS_56329,Spring,24.090272,94.80056,8.0,3.2,24.0,34.0,5.6,43.7,1.34,0.014,1.93,0.32,0.005,Water Testing Kit,Agency_1,1,Safe,
Phek Rural,Nagaland,2023-10-16,WS_42675,Tube Well,26.022024,95.598183,7.96,5.1,8.0,9.0,7.4,30.1,0.39,0.009,0.92,0.11,0.03,IoT Sensor,Agency_4,1,Safe,110.0
Pasighat Rural,Arunachal Pradesh,2023-10-16,WS_94859,River,28.130283,89.931887,6.33,33.0,1397.0,1681.0,2.2,174.1,24.94,0.33,0.62,0.51,0.043,Water Testing Kit,Agency_5,0,High,
Singtam Village,Sikkim,2023-10-16,WS_73530,Tube Well,23.716613,90.966904,7.45,4.6,23.0,35.0,7.4,41.9,1.94,0.009,0.4,1.4,0.003,Water Testing Kit,Agency_6,1,Safe,71.0
Khowai Village,Tripura,2023-10-16,WS_50338,Pond,28.202975,95.364229,5.58,35.9,576.0,2955.0,2.4,126.0,11.38,0.72,0.63,0.71,0.019,Lab Analysis,Agency_8,0,High,
Resubelpara Rural,Meghalaya,2023-10-16,WS_50240,River,23.21877,93.86845,4.79,17.1,1061.0,4379.0,2.8,180.3,20.32,0.75,0.87,0.04,0.047,Water Testing Kit,Agency_9,0,High,
Jorethang Rural,Sikkim,2023-10-16,WS_86763,Pond,28.227779,89.176277,8.33,2.9,25.0,32.0,7.8,5.9,2.26,0.039,0.6,0.25,0.011,IoT Sensor,Agency_2,1,Safe,
Guwahati Rural,Assam,2023-10-16,WS_81388,Well,25.18041,91.62828,4.97,82.2,1791.0,1389.0,1.9,75.5,18.72,0.15,0.57,0.44,0.01,Lab Analysis,Agency_5,0,High,85.0
Aizawl Rural,Mizoram,2023-10-17,WS_63402,Piped Supply,23.038811,91.472072,6.59,4.2,42.0,30.0,8.3,19.9,2.53,0.024,1.77,0.02,0.005,Lab Analysis,Agency_7,1,Safe,
Thoubal Village,Manipur,2023-10-17,WS_45561,Well,28.862526,88.236336,5.91,52.3,1903.0,1214.0,2.3,78.2,10.12,1.32,0.15,0.91,0.024,Lab Analysis,Agency_6,0,High,174.0
Phek Rural,Nagaland,2023-10-17,WS_26350,River,27.991897,94.94545,7.74,2.9,3.0,32.0,5.9,35.4,2.64,0.009,1.16,0.48,0.049,Water Testing Kit,Agency_2,1,Safe,
Tamenglong Rural,Manipur,2023-10-17,WS_26697,Well,23.972998,92.567394,7.1,1.5,14.0,84.0,7.5,19.6,2.16,0.048,0.67,0.32,0.003,Lab Analysis,Agency_7,1,Safe,96.0
Nongpoh Village,Meghalaya,2023-10-17,WS_49604,Piped Supply,26.17268,93.444995,7.28,4.4,16.0,19.0,5.8,38.3,1.45,0.024,0.58,1.25,0.048,IoT Sensor,Agency_6,1,Safe,
Roing Village,Arunachal Pradesh,2023-10-17,WS_86900,Piped Supply,27.456885,94.20918,8.48,7.5,47.0,59.0,7.2,24.0,1.41,0.008,0.93,1.49,0.022,Lab Analysis,Agency_5,1,Safe,
Williamnagar Village,Meghalaya,2023-10-17,WS_68202,Pond,26.845403,96.119911,7.1,5.4,36.0,90.0,6.8,22.0,0.21,0.009,0.62,0.49,0.025,IoT Sensor,Agency_8,1,Safe,
Pakyong Village,Sikkim,2023-10-18,WS_11319,Pond,27.713493,89.25581,7.28,6.2,45.0,34.0,6.9,24.2,2.06,0.042,0.67,0.38,0.008,IoT Sensor,Agency_2,1,Safe,
Namchi Village,Sikkim,2023-10-18,WS_62819,Pond,24.039196,93.304915,6.79,3.5,43.0,27.0,5.7,39.8,2.85,0.044,1.45,1.46,0.025,Lab Analysis,Agency_6,1,Safe,
Jowai Rural,Meghalaya,2023-10-18,WS_90151,Well,24.838973,89.10563,4.94,19.6,876.0,4766.0,3.0,115.4,14.88,0.38,1.38,1.38,0.009,IoT Sensor,Agency_5,0,High,154.0
Resubelpara Rural,Meghalaya,2023-10-18,WS_65129,Pond,28.985041,93.48752,6.68,2.0,8.0,16.0,8.7,16.4,0.59,0.009,0.04,0.38,0.021,Water Testing Kit,Agency_9,1,Safe,
Tezpur Village,Arunachal Pradesh,2023-10-18,WS_40240,Tube Well,24.416551,94.151746,8.09,2.6,18.0,78.0,7.8,29.2,1.66,0.018,0.08,0.03,0.015,Water Testing Kit,Agency_8,1,Safe,175.0
