village,state,date,season,month,daily_rainfall_mm,weekly_rainfall_mm,monthly_rainfall_mm,temperature_celsius,max_temperature_celsius,min_temperature_celsius,humidity_percent,wind_speed_kmh,wind_direction,atmospheric_pressure_hpa,solar_radiation_mj_m2,evaporation_rate_mm,flood_risk_level,drought_indicator,weather_station_id,data_source
Champhai Rural,Mizoram,2023-11-05,Post-Monsoon,11,2.4,19.5,96.2,23.7,31.4,18.9,68.8,8.7,N,1000.7,28.4,5.1,Low,No,WS_5797,Local Station
Churachandpur Village,Manipur,2023-11-05,Post-Monsoon,11,11.6,78.4,139.6,27.7,35.1,24.8,69.9,17.4,SE,1017.9,20.4,8.4,Low,No,WS_1126,IMD
Itanagar Rural,Arunachal Pradesh,2023-11-05,Post-Monsoon,11,7.5,49.6,92.9,29.9,32.9,27.3,82.9,20.8,NE,1012.4,16.9,11.0,Medium,No,WS_4471,Satellite
Tuensang Village,Nagaland,2023-11-05,Post-Monsoon,11,28.1,158.7,109.8,29.6,31.6,23.9,80.8,17.5,NW,1015.4,23.1,6.1,Low,No,WS_5564,Satellite
Mangan Village,Sikkim,2023-11-05,Post-Monsoon,11,14.4,117.9,97.3,29.5,34.7,23.6,84.8,10.9,SW,1000.3,28.7,5.2,Medium,No,WS_1141,IMD
Nagaon Rural,Assam,2023-11-05,Post-Monsoon,11,24.3,151.1,130.6,22.8,25.5,18.4,67.5,7.5,SE,1006.3,23.8,5.9,Low,No,WS_4530,Satellite
Saitual Rural,Mizoram,2023-11-06,Post-Monsoon,11,0.7,4.9,125.8,27.2,34.3,21.6,82.9,15.1,NW,1006.4,17.5,4.2,Low,No,WS_4489,IMD
Kolasib Rural,Mizoram,2023-11-06,Post-Monsoon,11,17.8,115.2,83.0,28.2,33.5,25.9,67.2,12.2,SW,1003.7,28.7,4.1,Medium,No,WS_2050,Local Station
Dharmanagar Rural,Tripura,2023-11-06,Post-Monsoon,11,5.9,44.8,132.1,21.2,28.0,17.2,75.0,24.4,S,1016.6,24.9,7.1,Low,No,WS_9349,IMD
Tawang Rural,Arunachal Pradesh,2023-11-06,Post-Monsoon,11,9.5,55.6,71.1,21.7,25.6,18.7,73.8,14.3,SE,1003.3,20.4,7.8,Low,Mild,WS_9621,IMD
Wokha Rural,Nagaland,2023-11-06,Post-Monsoon,11,7.3,56.6,121.0,21.9,29.8,15.9,78.8,15.4,E,1004.1,29.6,10.2,Low,Mild,WS_3776,Local Station
Lunglei Village,Mizoram,2023-11-06,Post-Monsoon,11,17.0,125.9,119.1,24.7,28.3,18.8,66.2,23.0,SW,1004.7,29.3,7.0,Low,No,WS_9821,IMD
Bomdila Rural,Arunachal Pradesh,2023-11-06,Post-Monsoon,11,16.4,117.4,63.0,29.2,35.9,24.8,66.5,5.0,SW,1003.5,24.3,5.2,Medium,Moderate,WS_9040,IMD
Gangtok Rural,Sikkim,2023-11-07,Post-Monsoon,11,9.1,66.7,138.9,21.1,27.3,16.9,78.4,8.5,E,1002.1,27.6,6.3,Low,Severe,WS_2201,IMD
Resubelpara Rural,Meghalaya,2023-11-07,Post-Monsoon,11,6.1,45.2,104.3,23.0,30.5,19.7,68.2,20.0,W,1011.8,23.9,7.2,Low,Mild,WS_7972,IMD
Kolasib Rural,Mizoram,2023-11-07,Post-Monsoon,11,9.2,73.4,71.6,27.4,32.5,23.3,84.1,7.3,NE,1014.1,19.2,10.2,Low,No,WS_4589,IMD
Bishnupur Rural,Manipur,2023-11-07,Post-Monsoon,11,10.9,81.7,94.6,28.4,33.0,26.0,68.8,11.3,E,1011.8,17.7,6.4,Medium,Severe,WS_5824,IMD
Nongpoh Village,Meghalaya,2023-11-07,Post-Monsoon,11,19.8,163.3,92.6,27.7,32.5,23.7,81.1,22.4,W,1002.6,19.4,8.3,Medium,Mild,WS_7165,IMD
Imphal Rural,Manipur,2023-11-07,Post-Monsoon,11,3.2,25.9,60.1,26.0,33.7,20.4,77.7,3.0,W,1007.0,26.2,5.1,Low,No,WS_8975,Satellite
Serchhip Village,Mizoram,2023-11-07,Post-Monsoon,11,6.7,51.2,86.9,22.6,25.4,17.6,83.7,12.3,SW,1000.2,23.4,5.4,Low,No,WS_9293,IMD
Jorhat Village,Assam,2023-11-08,Post-Monsoon,11,4.5,34.2,121.2,28.3,35.2,22.7,75.8,23.6,E,1009.7,19.3,9.6,Low,No,WS_9997,IMD
Pasighat Rural,Arunachal Pradesh,2023-11-08,Post-Monsoon,11,6.0,43.2,97.9,28.9,31.8,23.6,75.1,12.9,W,1006.7,22.3,4.8,Low,Mild,WS_4506,Satellite
Kolasib Rural,Mizoram,2023-11-08,Post-Monsoon,11,11.5,84.2,61.3,20.4,23.5,15.4,68.2,14.3,S,1011.8,16.8,3.9,Low,No,WS_5849,Satellite
Shillong Rural,Meghalaya,2023-11-08,Post-Monsoon,11,4.8,36.9,51.2,29.0,35.8,25.9,68.4,20.4,NW,1009.3,20.8,11.6,Medium,Mild,WS_8304,IMD
Lunglei Village,Mizoram,2023-11-08,Post-Monsoon,11,3.4,25.3,148.0,27.4,32.8,23.6,79.4,14.3,E,1004.5,16.8,7.2,Low,Mild,WS_4027,IMD
Nagaon Rural,Assam,2023-11-08,Post-Monsoon,11,5.8,40.6,119.2,29.7,34.2,27.4,75.0,3.6,E,1018.6,21.9,11.9,High,Severe,WS_5778,Local Station
Williamnagar Village,Meghalaya,2023-11-08,Post-Monsoon,11,6.8,43.5,78.3,28.0,34.6,22.2,81.5,4.7,S,1019.7,20.3,5.6,Low,No,WS_3457,Local Station
Hnahthial Village,Mizoram,2023-11-09,Post-Monsoon,11,8.9,69.2,104.4,28.3,35.3,24.1,77.3,2.7,NE,1002.8,28.2,6.8,Medium,No,WS_4900,IMD
Bishnupur Rural,Manipur,2023-11-09,Post-Monsoon,11,6.7,53.4,77.6,23.4,26.2,17.5,74.6,18.3,N,1017.2,29.3,2.5,Low,No,WS_6541,Satellite
Williamnagar Village,Meghalaya,2023-11-09,Post-Monsoon,11,26.8,196.4,106.5,29.1,33.9,25.7,70.6,10.0,NE,1007.0,19.5,3.4,High,No,WS_9159,IMD
Teliamura Rural,Tripura,2023-11-09,Post-Monsoon,11,18.9,132.5,73.4,20.9,25.8,17.9,82.2,20.1,SW,1006.8,27.6,2.4,Low,No,WS_3234,Local Station
Bomdila Rural,Arunachal Pradesh,2023-11-09,Post-Monsoon,11,1.3,9.1,102.8,23.6,29.3,21.0,76.2,5.4,W,1016.1,23.2,2.3,Low,No,WS_7073,IMD
Mangan Village,Sikkim,2023-11-09,Post-Monsoon,11,14.9,119.7,86.9,23.7,26.1,17.8,81.9,3.7,NW,1010.3,21.5,8.0,Low,No,WS_8181,Satellite
Churachandpur Village,Manipur,2023-11-09,Post-Monsoon,11,2.7,16.5,67.2,24.7,29.8,19.4,66.7,6.4,W,1007.6,23.0,3.1,Low,No,WS_6090,Local Station
Ziro Village,Arunachal Pradesh,2023-11-10,Post-Monsoon,11,0.6,3.4,108.0,23.0,28.5,17.8,77.4,2.3,N,1006.1,29.3,10.1,Low,Mild,WS_2302,IMD
Serchhip Village,Mizoram,2023-11-10,Post-Monsoon,11,5.7,37.2,122.4,21.8,26.6,18.1,72.6,19.9,SE,1012.7,22.7,5.9,Medium,No,WS_1754,IMD
Pakyong Village,Sikkim,2023-11-10,Post-Monsoon,11,0.6,4.4,128.7,22.9,25.2,19.2,81.0,20.7,W,1017.2,16.3,2.0,Low,No,WS_9083,IMD
Phek Rural,Nagaland,2023-11-10,Post-Monsoon,11,7.7,59.3,113.9,27.6,31.8,25.3,68.6,15.8,SE,1003.1,22.3,6.3,Low,Mild,WS_1334,Local Station
Dibrugarh Rural,Assam,2023-11-10,Post-Monsoon,11,3.3,21.2,137.1,22.1,28.4,18.1,77.3,14.0,SE,1011.6,27.8,5.0,Low,No,WS_9365,IMD
Nagaon Rural,Assam,2023-11-10,Post-Monsoon,11,26.8,218.3,52.6,28.2,35.7,23.0,72.8,11.6,S,1015.7,18.1,3.5,Medium,Mild,WS_8438,Satellite
Gyalshing Rural,Sikkim,2023-11-10,Post-Monsoon,11,2.9,23.0,50.4,25.2,30.3,22.1,65.2,14.9,N,1009.0,20.2,5.0,Medium,Mild,WS_5294,Local Station
Guwahati Rural,Assam,2023-11-11,Post-Monsoon,11,5.8,37.8,123.0,25.9,32.2,20.6,80.4,10.6,N,1006.6,17.4,7.7,Medium,No,WS_8481,IMD
Jorethang Rural,Sikkim,2023-11-11,Post-Monsoon,11,10.3,77.1,124.4,21.3,27.6,17.6,78.4,8.2,SW,1011.8,24.0,3.8,Low,Mild,WS_2213,Local Station
Saitual Rural,Mizoram,2023-11-11,Post-Monsoon,11,16.4,98.7,96.8,23.2,27.1,19.2,70.5,12.3,E,1008.6,16.5,4.8,Low,No,WS_5108,IMD
Baghmara Rural,Meghalaya,2023-11-11,Post-Monsoon,11,3.2,23.6,95.7,26.7,33.2,21.3,82.7,23.8,NW,1015.4,24.5,2.7,Low,No,WS_7689,Local Station
Senapati Rural,Manipur,2023-11-11,Post-Monsoon,11,23.3,135.1,107.0,29.4,33.5,24.2,80.8,20.7,N,1013.9,16.2,11.8,Low,No,WS_9891,IMD
Mokokchung Rural,Nagaland,2023-11-11,Post-Monsoon,11,2.3,17.6,52.2,22.2,26.9,18.2,81.5,4.3,NW,1011.5,18.2,6.3,Low,Mild,WS_6660,IMD
Itanagar Rural,Arunachal Pradesh,2023-11-11,Post-Monsoon,11,18.4,121.7,120.0,27.8,34.0,23.6,80.0,8.3,NE,1014.4,21.8,5.9,High,No,WS_4530,IMD
Namchi Village,Sikkim,2023-11-12,Post-Monsoon,11,16.9,126.9,92.7,24.6,27.8,22.0,76.5,4.9,N,1003.8,17.0,3.0,Low,Mild,WS_6884,IMD
Singtam Village,Sikkim,2023-11-12,Post-Monsoon,11,3.4,24.2,133.2,24.0,29.0,21.6,65.2,22.4,S,1010.7,16.9,2.5,Low,No,WS_3436,IMD
Tuensang Village,Nagaland,2023-11-12,Post-Monsoon,11,19.7,133.6,109.6,29.1,33.7,24.1,77.3,18.5,N,1016.2,29.9,8.3,Medium,No,WS_9710,IMD
Mangan Village,Sikkim,2023-11-12,Post-Monsoon,11,1.2,8.1,91.5,21.4,27.7,16.9,74.0,23.9,SW,1001.6,29.9,2.5,Medium,Mild,WS_6542,Satellite
Kiphire Village,Nagaland,2023-11-12,Post-Monsoon,11,8.1,49.9,107.3,27.5,30.1,24.8,69.4,6.5,W,1018.3,22.9,4.4,Medium,No,WS_4043,IMD
Bomdila Rural,Arunachal Pradesh,2023-11-12,Post-Monsoon,11,1.3,9.0,120.4,23.6,31.0,18.2,84.1,17.1,S,1015.1,25.7,10.0,Medium,No,WS_7606,IMD
Jiribam Village,Manipur,2023-11-12,Post-Monsoon,11,8.9,73.2,104.8,28.3,32.6,23.3,79.6,22.6,SE,1006.2,28.6,6.2,Low,Mild,WS_1363,IMD
Hnahthial Village,Mizoram,2023-11-13,Post-Monsoon,11,25.8,207.5,68.9,26.3,32.5,22.3,83.7,9.4,NE,1007.8,27.6,9.6,Low,No,WS_8058,IMD
Imphal Rural,Manipur,2023-11-13,Post-Monsoon,11,4.5,36.6,66.2,23.0,26.6,18.8,65.4,9.7,N,1003.6,15.4,3.2,Medium,Mild,WS_2034,IMD
Hnahthial Village,Mizoram,2023-11-13,Post-Monsoon,11,27.9,163.0,59.9,25.9,29.9,23.3,79.6,12.3,S,1019.0,18.2,3.0,Medium,No,WS_5389,Local Station
Tezpur Village,Arunachal Pradesh,2023-11-13,Post-Monsoon,11,12.8,98.5,117.8,20.6,22.9,17.2,68.5,23.4,SE,1000.7,27.0,6.6,Low,Moderate,WS_6333,Local Station
Thoubal Village,Manipur,2023-11-13,Post-Monsoon,11,5.4,40.7,125.6,29.2,36.0,26.1,65.2,9.4,E,1011.6,22.7,7.5,Medium,No,WS_9941,Satellite
Zunheboto Village,Nagaland,2023-11-13,Post-Monsoon,11,8.3,69.3,115.3,21.8,27.6,16.0,78.9,22.2,SW,1019.1,17.8,8.2,High,Mild,WS_6551,IMD
Dimapur Village,Nagaland,2023-11-13,Post-Monsoon,11,11.5,69.6,94.4,28.5,32.9,24.3,70.6,7.4,NE,1015.2,19.0,8.1,Low,Mild,WS_7416,IMD
Wokha Rural,Nagaland,2023-11-14,Post-Monsoon,11,9.0,55.7,125.7,26.8,30.6,22.3,74.6,6.2,SW,1005.2,18.8,9.4,Low,Mild,WS_3255,Satellite
Itanagar Rural,Arunachal Pradesh,2023-11-14,Post-Monsoon,11,12.4,89.8,102.9,20.4,28.4,15.1,71.6,23.5,N,1007.3,25.3,7.4,Low,No,WS_3795,IMD
Tura Village,Meghalaya,2023-11-14,Post-Monsoon,11,5.4,32.9,120.7,24.9,29.5,21.1,83.0,19.0,SE,1003.4,29.3,8.5,Medium,No,WS_8823,Local Station
Kolasib Rural,Mizoram,2023-11-14,Post-Monsoon,11,5.7,38.1,140.2,29.6,36.2,24.0,79.8,8.0,NE,1012.4,18.8,7.7,Medium,No,WS_6478,Local Station
Tuensang Village,Nagaland,2023-11-14,Post-Monsoon,11,3.5,29.3,65.8,22.3,27.3,17.3,74.6,4.7,S,1002.7,25.0,12.0,Low,Mild,WS_6422,Local Station
Jiribam Village,Manipur,2023-11-14,Post-Monsoon,11,1.8,11.8,147.0,23.8,25.9,20.4,72.8,17.3,N,1013.1,25.1,2.2,Low,No,WS_6777,Satellite
Tezpur Rural,Assam,2023-11-14,Post-Monsoon,11,6.2,47.1,58.6,22.3,27.2,18.3,77.6,3.9,NE,1000.8,17.4,4.9,Low,No,WS_5614,Local Station
Barpeta Village,Assam,2023-11-15,Post-Monsoon,11,23.4,174.8,107.5,23.1,29.6,17.4,79.2,6.1,E,1011.5,22.7,9.3,Low,No,WS_5865,Local Station
Ziro Village,Arunachal Pradesh,2023-11-15,Post-Monsoon,11,10.6,87.6,69.2,20.9,25.1,17.5,73.0,3.8,W,1002.3,28.2,8.0,High,Mild,WS_2701,Local Station
Karimganj Village,Assam,2023-11-15,Post-Monsoon,11,11.4,86.6,120.3,25.4,27.7,21.3,67.4,9.3,E,1015.3,28.9,6.7,High,No,WS_7497,IMD
Champhai Rural,Mizoram,2023-11-15,Post-Monsoon,11,15.8,126.7,117.8,27.4,31.2,25.1,68.7,19.3,E,1019.0,17.6,6.8,Low,No,WS_4438,IMD
Baghmara Rural,Meghalaya,2023-11-15,Post-Monsoon,11,4.3,28.4,87.7,24.0,26.8,20.4,77.2,8.1,SW,1017.7,16.4,10.1,Low,Mild,WS_7456,IMD
Bomdila Rural,Arunachal Pradesh,2023-11-15,Post-Monsoon,11,3.3,23.6,81.6,29.7,34.1,26.8,66.2,21.3,E,1018.8,19.2,6.4,Medium,No,WS_5884,IMD
Tuensang Village,Nagaland,2023-11-15,Post-Monsoon,11,6.7,46.4,124.9,26.7,32.7,22.0,83.2,4.7,E,1015.4,21.5,9.8,Low,Moderate,WS_6482,Local Station
Ziro Village,Arunachal Pradesh,2023-11-16,Post-Monsoon,11,13.4,77.1,59.3,23.7,30.9,18.6,72.6,24.4,SW,1013.0,24.1,6.5,High,No,WS_3463,Satellite
Resubelpara Rural,Meghalaya,2023-11-16,Post-Monsoon,11,4.1,23.1,66.9,25.7,32.6,20.6,81.5,18.9,W,1007.7,23.7,9.0,Low,No,WS_8941,Satellite
Mangan Village,Sikkim,2023-11-16,Post-Monsoon,11,10.2,65.9,125.9,20.3,23.6,17.7,66.2,4.9,NE,1003.7,17.1,5.4,Medium,No,WS_3613,IMD
Lawngtlai Village,Mizoram,2023-11-16,Post-Monsoon,11,2.0,12.8,149.9,26.3,33.8,20.9,73.2,6.4,NW,1006.7,28.5,7.2,Low,Mild,WS_9518,IMD
Barpeta Village,Assam,2023-11-16,Post-Monsoon,11,6.6,42.1,86.2,25.4,32.6,19.4,75.0,6.9,NE,1013.3,16.3,4.9,Low,No,WS_4928,IMD
Amarpur Village,Tripura,2023-11-16,Post-Monsoon,11,7.2,52.8,129.3,25.4,31.0,21.5,72.6,20.3,NE,1012.2,22.6,3.4,Low,Mild,WS_2932,IMD
Lawngtlai Village,Mizoram,2023-11-16,Post-Monsoon,11,13.0,97.5,68.2,25.4,28.1,19.8,80.0,6.7,E,1019.5,17.7,9.3,High,Mild,WS_4775,IMD
Mangan Village,Sikkim,2023-11-17,Post-Monsoon,11,9.7,65.7,72.4,26.0,30.9,22.3,81.3,21.9,S,1009.0,29.3,3.8,Low,No,WS_6262,Local Station
Itanagar Rural,Arunachal Pradesh,2023-11-17,Post-Monsoon,11,1.2,9.6,70.4,22.1,28.3,19.6,81.5,18.9,NE,1009.5,21.1,9.9,Low,No,WS_4832,IMD
Tura Village,Meghalaya,2023-11-17,Post-Monsoon,11,17.7,102.3,119.9,21.2,25.6,15.9,74.2,3.9,S,1013.9,26.4,3.4,Medium,Mild,WS_6339,Local Station
Churachandpur Village,Manipur,2023-11-17,Post-Monsoon,11,2.1,14.6,86.1,27.2,32.2,23.9,77.9,12.0,W,1007.0,28.4,3.5,Low,Severe,WS_5407,IMD
Itanagar Rural,Arunachal Pradesh,2023-11-17,Post-Monsoon,11,7.1,52.2,94.6,23.1,30.9,19.9,71.1,19.2,W,1016.3,26.0,7.3,Medium,No,WS_4746,IMD
Hnahthial Village,Mizoram,2023-11-17,Post-Monsoon,11,5.0,38.6,77.4,20.2,23.1,17.7,66.7,20.0,S,1016.5,21.7,4.2,Low,No,WS_2502,IMD
Naharlagun Village,Arunachal Pradesh,2023-11-17,Post-Monsoon,11,3.6,29.0,66.8,24.1,29.7,18.7,73.8,16.5,E,1002.2,19.8,9.6,Low,No,WS_4403,Satellite
Khliehriat Village,Meghalaya,2023-11-18,Post-Monsoon,11,4.7,36.3,66.0,20.7,27.9,16.4,71.2,6.5,N,1016.0,23.0,8.6,Medium,No,WS_2876,IMD
Churachandpur Village,Manipur,2023-11-18,Post-Monsoon,11,6.9,44.6,108.5,21.1,25.2,16.8,66.5,2.9,NW,1005.7,28.9,9.5,Medium,No,WS_6338,Local Station
Serchhip Village,Mizoram,2023-11-18,Post-Monsoon,11,16.8,100.4,108.7,26.4,31.8,22.2,70.1,15.1,S,1010.8,25.5,11.0,Medium,No,WS_5943,IMD
Udaipur Village,Tripura,2023-11-18,Post-Monsoon,11,20.9,159.6,102.4,20.7,24.7,17.5,79.7,4.4,W,1014.6,16.8,3.3,High,No,WS_9032,Satellite
Dibrugarh Rural,Assam,2023-11-18,Post-Monsoon,11,5.7,32.6,65.6,20.8,25.2,15.3,79.3,3.5,SE,1000.0,16.5,3.0,Low,Moderate,WS_3808,Local Station
Nagaon Rural,Assam,2023-11-18,Post-Monsoon,11,3.7,27.2,110.4,25.1,32.5,22.5,70.6,16.0,NW,1009.6,23.0,4.9,Low,No,WS_7767,IMD
Baghmara Rural,Meghalaya,2023-11-18,Post-Monsoon,11,3.6,29.6,117.9,28.0,34.0,23.7,83.3,10.7,SW,1016.1,25.7,7.8,Low,Mild,WS_7328,IMD
Mangan Village,Sikkim,2023-11-19,Post-Monsoon,11,2.5,17.5,115.5,25.2,30.7,21.3,83.1,17.2,SE,1008.1,17.0,2.8,Medium,No,WS_6348,Satellite
Williamnagar Village,Meghalaya,2023-11-19,Post-Monsoon,11,12.2,102.0,124.2,28.4,35.9,26.1,79.5,22.3,W,1005.5,26.8,9.1,Low,Moderate,WS_7037,IMD
Lunglei Village,Mizoram,2023-11-19,Post-Monsoon,11,2.1,14.8,112.1,29.5,31.9,27.3,79.1,21.7,W,1018.5,29.7,10.1,Medium,No,WS_6883,Satellite
Baghmara Rural,Meghalaya,2023-11-19,Post-Monsoon,11,1.0,7.2,73.9,23.4,27.2,20.0,79.9,15.8,NW,1001.2,16.6,10.3,Low,No,WS_2112,Satellite
Aizawl Rural,Mizoram,2023-11-19,Post-Monsoon,11,5.0,35.1,141.7,27.4,33.4,21.5,67.7,12.4,W,1011.2,23.2,9.3,Low,No,WS_9672,IMD
Jorethang Rural,Sikkim,2023-11-19,Post-Monsoon,11,4.8,31.1,72.8,28.4,32.5,24.4,70.9,23.5,NE,1017.3,16.7,9.0,Low,No,WS_4669,IMD
Imphal Rural,Manipur,2023-11-19,Post-Monsoon,11,24.2,179.4,68.0,25.3,28.8,20.9,67.1,13.6,SW,1002.6,26.6,8.2,Low,No,WS_7495,IMD
Mangan Village,Sikkim,2023-11-20,Post-Monsoon,11,1.9,15.8,88.5,29.0,31.7,23.8,71.1,16.1,E,1005.3,26.6,11.9,Low,Moderate,WS_8659,IMD
Ziro Village,Arunachal Pradesh,2023-11-20,Post-Monsoon,11,3.9,26.0,76.4,23.5,29.9,17.6,76.0,22.4,NE,1014.3,26.4,3.9,High,No,WS_2137,Local Station
Tura Village,Meghalaya,2023-11-20,Post-Monsoon,11,20.5,121.9,51.4,29.5,32.8,25.0,67.2,21.1,S,1003.4,24.5,7.1,High,Severe,WS_6217,IMD
Kolasib Rural,Mizoram,2023-11-20,Post-Monsoon,11,10.2,59.1,111.3,22.3,29.4,17.8,79.0,15.0,E,1011.5,23.9,2.1,Medium,No,WS_3706,IMD
Nagaon Rural,Assam,2023-11-20,Post-Monsoon,11,6.4,45.8,126.5,21.4,26.8,16.6,84.0,7.8,NE,1006.9,18.1,9.3,Low,No,WS_1379,Satellite
Khowai Village,Tripura,2023-11-20,Post-Monsoon,11,4.4,34.5,122.4,27.5,34.9,22.4,66.4,6.4,NE,1002.7,26.6,7.9,Low,No,WS_5221,IMD
Gyalshing Rural,Sikkim,2023-11-20,Post-Monsoon,11,13.3,89.4,116.9,20.7,22.7,16.4,81.3,4.5,NW,1010.1,28.4,11.2,High,No,WS_6541,Local Station
Jorhat Village,Assam,2023-11-21,Post-Monsoon,11,11.8,79.2,136.2,28.9,31.4,24.3,72.5,10.7,SE,1009.3,25.6,2.2,Low,Mild,WS_1780,IMD
Dibrugarh Rural,Assam,2023-11-21,Post-Monsoon,11,10.4,86.4,125.7,28.0,33.5,23.9,73.7,9.0,SW,1003.1,18.2,5.9,High,Mild,WS_7409,IMD
Champhai Rural,Mizoram,2023-11-21,Post-Monsoon,11,12.1,82.6,117.5,24.1,28.8,18.8,83.5,24.0,NW,1015.9,19.5,3.6,Low,No,WS_1579,IMD
Churachandpur Village,Manipur,2023-11-21,Post-Monsoon,11,1.8,13.0,71.2,29.8,32.7,24.6,75.4,16.5,W,1016.4,22.7,6.5,Low,No,WS_1202,IMD
Tezpur Rural,Assam,2023-11-21,Post-Monsoon,11,6.6,53.6,124.8,22.8,29.6,18.6,67.0,5.7,W,1008.0,29.4,5.8,Low,No,WS_1625,IMD
Serchhip Village,Mizoram,2023-11-21,Post-Monsoon,11,9.6,65.5,88.5,23.0,26.5,17.8,67.1,18.3,NW,1008.5,27.6,9.7,Low,Mild,WS_2435,IMD
Champhai Rural,Mizoram,2023-11-21,Post-Monsoon,11,22.0,133.8,124.4,22.6,27.7,17.5,80.2,11.6,SW,1000.5,23.5,8.4,Low,No,WS_1067,Satellite
Kiphire Village,Nagaland,2023-11-22,Post-Monsoon,11,7.5,51.4,125.8,21.6,28.2,18.9,75.0,9.9,W,1015.9,20.0,8.8,Medium,No,WS_6157,Local Station
Karimganj Village,Assam,2023-11-22,Post-Monsoon,11,12.8,107.1,121.4,27.3,32.8,21.4,83.2,15.6,N,1014.1,29.5,9.1,Low,Mild,WS_8715,IMD
Champhai Rural,Mizoram,2023-11-22,Post-Monsoon,11,1.0,6.5,117.9,25.0,31.7,20.8,68.9,13.1,N,1003.3,28.7,6.3,Low,No,WS_1997,Satellite
Jorhat Village,Assam,2023-11-22,Post-Monsoon,11,4.6,31.7,145.0,23.0,25.9,20.1,83.3,18.5,SW,1018.4,25.1,3.7,Low,No,WS_9424,IMD
Lawngtlai Village,Mizoram,2023-11-22,Post-Monsoon,11,18.7,145.5,65.1,22.1,28.9,18.6,70.5,16.0,SE,1004.2,28.2,2.8,Low,No,WS_2386,Satellite
Phek Rural,Nagaland,2023-11-22,Post-Monsoon,11,8.0,64.5,125.3,29.3,34.8,24.9,67.3,19.3,S,1010.0,29.5,2.9,Low,No,WS_2449,IMD
Thoubal Village,Manipur,2023-11-22,Post-Monsoon,11,0.4,2.9,70.9,25.4,31.4,20.6,71.9,12.5,SW,1008.0,20.6,2.2,Low,No,WS_4757,IMD
Jiribam Village,Manipur,2023-11-23,Post-Monsoon,11,8.6,66.2,100.5,23.1,29.2,18.3,72.5,13.1,W,1014.4,26.7,3.6,Medium,No,WS_2938,Local Station
Itanagar Rural,Arunachal Pradesh,2023-11-23,Post-Monsoon,11,7.1,58.7,107.8,21.3,25.1,18.5,77.4,19.2,SW,1008.8,25.1,11.7,High,No,WS_5418,IMD
Ukhrul Village,Manipur,2023-11-23,Post-Monsoon,11,5.5,37.2,85.6,25.1,32.2,20.8,83.7,2.7,NE,1015.0,15.2,3.0,Medium,No,WS_1155,IMD
Tezpur Rural,Assam,2023-11-23,Post-Monsoon,11,3.5,26.1,54.3,28.6,34.2,24.4,73.2,19.5,S,1010.7,23.6,11.6,Medium,No,WS_2186,IMD
Naharlagun Village,Arunachal Pradesh,2023-11-23,Post-Monsoon,11,8.0,56.5,57.1,20.9,27.6,16.6,66.9,6.1,E,1002.4,20.6,6.0,High,No,WS_7864,Local Station
Jowai Rural,Meghalaya,2023-11-23,Post-Monsoon,11,5.8,40.0,140.2,23.0,29.0,20.4,66.7,10.6,E,1008.5,16.6,6.2,Low,Mild,WS_1350,IMD
Lunglei Village,Mizoram,2023-11-23,Post-Monsoon,11,0.3,1.9,87.6,29.6,35.1,26.6,72.0,11.0,SW,1017.0,15.1,9.8,Low,No,WS_2678,Satellite
Tamenglong Rural,Manipur,2023-11-24,Post-Monsoon,11,1.2,9.4,93.9,20.2,23.5,17.0,72.9,3.9,N,1013.2,25.1,3.2,Low,No,WS_8434,Satellite
Resubelpara Rural,Meghalaya,2023-11-24,Post-Monsoon,11,0.5,3.5,98.6,23.8,29.3,21.7,74.2,13.0,S,1019.8,24.5,10.6,Medium,No,WS_6497,Local Station
Champhai Rural,Mizoram,2023-11-24,Post-Monsoon,11,1.5,10.6,105.8,29.9,36.2,27.2,79.3,18.1,SW,1009.7,19.2,6.1,Low,Moderate,WS_4375,IMD
Zunheboto Village,Nagaland,2023-11-24,Post-Monsoon,11,8.6,59.0,55.8,24.0,28.9,19.2,73.2,7.4,S,1008.0,19.3,2.6,Low,Mild,WS_1754,IMD
Gyalshing Rural,Sikkim,2023-11-24,Post-Monsoon,11,24.1,165.5,100.6,29.8,34.7,26.9,75.6,8.8,S,1002.1,23.3,7.1,Low,Mild,WS_4330,IMD
Hnahthial Village,Mizoram,2023-11-24,Post-Monsoon,11,19.4,145.2,139.8,23.5,28.1,19.3,67.7,7.3,E,1015.5,17.8,11.2,Low,Moderate,WS_6635,IMD
Pasighat Rural,Arunachal Pradesh,2023-11-24,Post-Monsoon,11,9.8,68.1,125.3,26.6,29.4,21.8,82.7,15.8,NE,1001.5,22.0,9.7,Low,No,WS_4275,Satellite
Jorethang Rural,Sikkim,2023-11-25,Post-Monsoon,11,3.0,20.1,116.7,28.5,35.3,25.3,79.0,24.5,S,1018.8,24.8,9.4,Low,No,WS_9258,IMD
Belonia Rural,Tripura,2023-11-25,Post-Monsoon,11,2.7,20.6,73.5,25.7,28.1,21.5,66.4,5.8,E,1006.1,20.9,4.5,Medium,No,WS_2682,Local Station
Aizawl Rural,Mizoram,2023-11-25,Post-Monsoon,11,9.5,74.6,92.0,27.5,33.0,23.8,84.6,9.1,NE,1012.8,29.7,7.7,Low,Moderate,WS_4471,Satellite
Saitual Rural,Mizoram,2023-11-25,Post-Monsoon,11,30.9,205.7,117.9,28.3,34.0,26.2,70.7,22.8,E,1005.1,24.8,11.4,Low,No,WS_5419,Satellite
