village,state,date,outbreak,outbreak_type,risk_level,risk_score,total_diarrhea_cases,total_fever_cases,total_vomiting_cases,total_affected_population,water_contaminated,flooding_occurred,high_rainfall_event,outbreak_duration_days,cases_hospitalized,cases_recovered,intervention_needed,alert_level,reported_by,verification_status
Jowai Rural,Meghalaya,2023-11-15,0,None,Medium,20.5,3,3,0,7,0,0,1,0,0,0,0,Green,Clinic,Verified
Churachandpur Village,Manipur,2023-11-15,0,None,Low,14.1,3,3,3,13,0,0,0,0,0,0,0,Yellow,District Health Office,Verified
Jorethang Rural,Sikkim,2023-11-15,0,None,Low,7.7,1,3,1,7,0,0,0,0,0,0,0,Red,District Health Office,Verified
Tezpur Rural,Assam,2023-11-15,0,None,Medium,29.1,3,3,3,12,1,0,0,0,0,0,1,Orange,ASHA Worker,Pending
Pasighat Rural,Arunachal Pradesh,2023-11-15,0,None,Medium,29.2,1,4,1,14,0,1,0,0,0,0,1,Green,ASHA Worker,Under Investigation
Barpeta Village,Assam,2023-11-15,0,None,High,30.5,1,5,5,18,1,0,0,0,0,0,1,Green,Clinic,Verified
Khliehriat Village,Meghalaya,2023-11-15,0,None,Medium,28.5,3,1,5,19,1,0,0,0,0,0,1,Green,Community Leader,Verified
Zunheboto Village,Nagaland,2023-11-16,0,None,High,42.4,3,6,2,15,1,0,1,0,0,0,1,Green,District Health Office,Verified
Jiribam Village,Manipur,2023-11-16,0,None,Medium,24.4,2,2,2,13,1,0,0,0,0,0,0,Orange,ASHA Worker,Under Investigation
Lawngtlai Village,Mizoram,2023-11-16,0,None,Low,9.1,2,1,3,7,0,0,0,0,0,0,0,Red,ASHA Worker,Verified
Saitual Rural,Mizoram,2023-11-16,1,Water-borne,High,34.1,7,1,3,25,1,0,0,1,2,6,1,Red,Community Leader,Verified
Mokokchung Rural,Nagaland,2023-11-16,0,None,Low,5.5,2,1,0,5,0,0,0,0,0,0,0,Green,District Health Office,Verified
Lawngtlai Village,Mizoram,2023-11-16,0,None,Low,10.5,3,3,0,9,0,0,0,0,0,0,0,Orange,ASHA Worker,Verified
Gangtok Rural,Sikkim,2023-11-16,0,None,Low,12.6,3,2,3,13,0,0,0,0,0,0,0,Green,District Health Office,Verified
Dibrugarh Rural,Assam,2023-11-17,0,None,Low,9.2,4,0,1,11,0,0,0,0,0,0,0,Green,ASHA Worker,Under Investigation
Jowai Rural,Meghalaya,2023-11-17,1,Weather-related,High,32.4,7,4,2,31,0,0,1,11,1,5,1,Yellow,Clinic,Verified
Jowai Rural,Meghalaya,2023-11-17,0,None,Low,11.5,5,1,0,14,0,0,0,0,0,0,0,Yellow,Clinic,Verified
Udaipur Village,Tripura,2023-11-17,0,None,Low,14.6,4,2,3,12,0,0,0,0,0,0,0,Yellow,District Health Office,Under Investigation
Resubelpara Rural,Meghalaya,2023-11-17,0,None,Medium,15.7,5,3,1,19,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Jowai Rural,Meghalaya,2023-11-17,0,None,High,31.7,2,1,1,8,1,0,1,0,0,0,1,Green,ASHA Worker,Under Investigation
Khowai Village,Tripura,2023-11-17,0,None,Low,8.9,1,3,2,11,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Dibrugarh Rural,Assam,2023-11-18,0,None,Medium,19.8,3,6,4,25,0,0,0,0,0,0,0,Yellow,Clinic,Under Investigation
Naharlagun Village,Arunachal Pradesh,2023-11-18,0,None,Medium,18.8,7,0,4,13,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Guwahati Rural,Assam,2023-11-18,0,None,Low,8.2,2,2,1,8,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Gyalshing Rural,Sikkim,2023-11-18,0,None,Low,13.9,5,1,2,19,0,0,0,0,0,0,0,Yellow,Clinic,Verified
Aizawl Rural,Mizoram,2023-11-18,0,None,Low,10.0,2,4,0,8,0,0,0,0,0,0,0,Green,District Health Office,Verified
Phek Rural,Nagaland,2023-11-18,0,None,Low,14.2,5,2,1,15,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Itanagar Rural,Arunachal Pradesh,2023-11-18,0,None,Medium,29.6,4,2,3,14,1,0,0,0,0,0,1,Yellow,Clinic,Under Investigation
Jorhat Village,Assam,2023-11-19,0,None,Low,5.5,2,1,0,4,0,0,0,0,0,0,0,Orange,Community Leader,Verified
Churachandpur Village,Manipur,2023-11-19,0,None,Low,9.1,2,1,3,11,0,0,0,0,0,0,0,Orange,ASHA Worker,Verified
Jiribam Village,Manipur,2023-11-19,0,None,Low,8.2,2,2,1,8,0,0,0,0,0,0,0,Yellow,Community Leader,Verified
Shillong Rural,Meghalaya,2023-11-19,0,None,Low,11.2,2,4,1,10,0,0,0,0,0,0,0,Yellow,District Health Office,Verified
Jowai Rural,Meghalaya,2023-11-19,0,None,Critical,55.2,3,2,1,11,1,1,1,0,0,0,1,Orange,Community Leader,Under Investigation
Champhai Rural,Mizoram,2023-11-19,0,None,Low,7.9,2,1,2,10,0,0,0,0,0,0,0,Orange,ASHA Worker,Under Investigation
Naharlagun Village,Arunachal Pradesh,2023-11-19,0,None,Medium,16.9,5,3,2,22,0,0,0,0,0,0,0,Orange,Clinic,Under Investigation
Udaipur Village,Tripura,2023-11-20,0,None,High,31.1,4,3,3,21,1,0,0,0,0,0,1,Orange,Clinic,Verified
Imphal Rural,Manipur,2023-11-20,0,None,Medium,25.1,2,5,3,19,0,0,1,0,0,0,1,Yellow,Clinic,Under Investigation
Zunheboto Village,Nagaland,2023-11-20,0,None,Medium,23.7,3,1,1,8,1,0,0,0,0,0,0,Green,ASHA Worker,Pending
Karimganj Village,Assam,2023-11-20,0,None,Medium,18.9,0,1,2,7,1,0,0,0,0,0,0,Green,Clinic,Verified
Tawang Rural,Arunachal Pradesh,2023-11-20,0,None,Low,8.0,4,0,0,5,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Kailashahar Village,Tripura,2023-11-20,1,Water-borne,Critical,53.1,5,3,3,21,1,1,0,5,1,4,1,Orange,Clinic,Verified
Wokha Rural,Nagaland,2023-11-20,0,None,Medium,19.4,2,2,2,14,0,0,1,0,0,0,0,Orange,Clinic,Verified
Itanagar Rural,Arunachal Pradesh,2023-11-21,0,None,Low,6.7,2,1,1,8,0,0,0,0,0,0,0,Red,ASHA Worker,Verified
Mokokchung Rural,Nagaland,2023-11-21,0,None,Medium,15.3,3,3,4,15,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Jiribam Village,Manipur,2023-11-21,0,None,Low,12.2,4,2,1,11,0,0,0,0,0,0,0,Green,District Health Office,Under Investigation
Tezpur Village,Arunachal Pradesh,2023-11-21,0,None,High,32.9,3,3,2,15,0,1,0,0,0,0,1,Green,ASHA Worker,Under Investigation
Phek Rural,Nagaland,2023-11-21,0,None,Medium,21.7,2,1,1,6,1,0,0,0,0,0,0,Red,ASHA Worker,Under Investigation
Jorhat Village,Assam,2023-11-21,1,Water-borne,High,35.7,9,1,1,27,1,0,0,13,2,7,1,Red,ASHA Worker,Pending
Williamnagar Village,Meghalaya,2023-11-21,0,None,Low,13.2,3,4,1,18,0,0,0,0,0,0,0,Green,Clinic,Verified
Aizawl Rural,Mizoram,2023-11-22,0,None,Low,8.6,1,2,3,9,0,0,0,0,0,0,0,Orange,Clinic,Verified
Amarpur Village,Tripura,2023-11-22,0,None,Low,14.0,4,4,0,16,0,0,0,0,0,0,0,Orange,Community Leader,Under Investigation
Kolasib Rural,Mizoram,2023-11-22,0,None,Low,10.9,2,3,2,12,0,0,0,0,0,0,0,Red,ASHA Worker,Verified
Gyalshing Rural,Sikkim,2023-11-22,0,None,Low,12.6,3,2,3,18,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Tuensang Village,Nagaland,2023-11-22,0,None,Medium,16.0,2,4,5,25,0,0,0,0,0,0,0,Orange,ASHA Worker,Verified
Teliamura Rural,Tripura,2023-11-22,0,None,Medium,19.5,0,3,0,6,1,0,0,0,0,0,0,Orange,ASHA Worker,Verified
Khliehriat Village,Meghalaya,2023-11-22,0,None,Low,12.1,2,3,3,15,0,0,0,0,0,0,0,Green,District Health Office,Under Investigation
Pasighat Rural,Arunachal Pradesh,2023-11-23,0,None,Low,8.5,2,3,0,12,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Ukhrul Village,Manipur,2023-11-23,0,None,Medium,15.2,4,4,1,14,0,0,0,0,0,0,0,Red,ASHA Worker,Pending
Jowai Rural,Meghalaya,2023-11-23,0,None,Low,9.9,3,1,2,12,0,0,0,0,0,0,0,Green,ASHA Worker,Pending
Gyalshing Rural,Sikkim,2023-11-23,0,None,Low,12.1,2,3,3,12,0,0,0,0,0,0,0,Orange,Community Leader,Under Investigation
Roing Village,Arunachal Pradesh,2023-11-23,0,None,Medium,16.4,4,4,2,20,0,0,0,0,0,0,0,Green,Community Leader,Verified
Nagaon Rural,Assam,2023-11-23,0,None,High,34.5,4,1,0,10,1,0,1,0,0,0,1,Yellow,Clinic,Under Investigation
Tawang Rural,Arunachal Pradesh,2023-11-23,0,None,Low,12.4,2,4,2,18,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Teliamura Rural,Tripura,2023-11-24,1,Water-borne,High,36.2,7,4,1,27,1,0,0,14,1,5,1,Green,ASHA Worker,Verified
Bishnupur Rural,Manipur,2023-11-24,0,None,Low,9.1,2,1,3,7,0,0,0,0,0,0,0,Orange,District Health Office,Verified
Dimapur Village,Nagaland,2023-11-24,0,None,Low,10.5,3,3,0,13,0,0,0,0,0,0,0,Orange,Community Leader,Verified
Rangpo Rural,Sikkim,2023-11-24,0,None,Low,8.7,3,1,1,8,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Jorethang Rural,Sikkim,2023-11-24,0,None,Low,7.0,2,2,0,9,0,0,0,0,0,0,0,Orange,Clinic,Under Investigation
Kiphire Village,Nagaland,2023-11-24,0,None,Low,7.4,1,2,2,8,0,0,0,0,0,0,0,Yellow,District Health Office,Verified
Namchi Village,Sikkim,2023-11-24,0,None,Low,12.2,4,2,1,11,0,0,0,0,0,0,0,Green,Clinic,Verified
Imphal Rural,Manipur,2023-11-25,1,Water-borne,Critical,52.1,8,5,3,33,1,0,1,11,2,7,1,Red,Clinic,Under Investigation
Lawngtlai Village,Mizoram,2023-11-25,0,None,Low,9.4,2,2,2,7,0,0,0,0,0,0,0,Red,ASHA Worker,Under Investigation
Guwahati Rural,Assam,2023-11-25,0,None,Medium,22.9,2,1,2,8,1,0,0,0,0,0,0,Green,Community Leader,Verified
Naharlagun Village,Arunachal Pradesh,2023-11-25,0,None,Medium,15.2,4,4,1,17,0,0,0,0,0,0,0,Green,District Health Office,Verified
Kiphire Village,Nagaland,2023-11-25,1,Water-borne,Critical,60.5,7,1,0,12,1,1,1,5,1,6,1,Red,Clinic,Under Investigation
Mokokchung Rural,Nagaland,2023-11-25,0,None,Medium,29.7,3,5,1,21,1,0,0,0,0,0,1,Yellow,Clinic,Verified
Churachandpur Village,Manipur,2023-11-25,0,None,Medium,20.9,2,3,2,13,0,0,1,0,0,0,0,Yellow,Clinic,Verified
Belonia Rural,Tripura,2023-11-26,0,None,Medium,15.6,3,4,3,12,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Kolasib Rural,Mizoram,2023-11-26,0,None,Low,11.0,4,2,0,9,0,0,0,0,0,0,0,Orange,ASHA Worker,Verified
Dibrugarh Rural,Assam,2023-11-26,0,None,Low,14.9,4,3,2,15,0,0,0,0,0,0,0,Orange,ASHA Worker,Verified
Tawang Rural,Arunachal Pradesh,2023-11-26,0,None,Medium,29.1,4,5,3,29,0,0,1,0,0,0,1,Green,Clinic,Verified
Thoubal Village,Manipur,2023-11-26,0,None,Medium,24.9,3,1,2,8,1,0,0,0,0,0,0,Orange,Clinic,Verified
Thoubal Village,Manipur,2023-11-26,0,None,Medium,20.0,1,2,0,3,1,0,0,0,0,0,0,Green,ASHA Worker,Verified
Teliamura Rural,Tripura,2023-11-26,0,None,Low,10.2,3,2,1,10,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Zunheboto Village,Nagaland,2023-11-27,0,None,Medium,22.4,1,2,2,6,1,0,0,0,0,0,0,Yellow,District Health Office,Verified
Ukhrul Village,Manipur,2023-11-27,0,None,Medium,16.5,6,3,0,16,0,0,0,0,0,0,0,Yellow,Clinic,Verified
Mokokchung Rural,Nagaland,2023-11-27,0,None,Low,14.4,3,4,2,13,0,0,0,0,0,0,0,Yellow,Clinic,Verified
Nagaon Rural,Assam,2023-11-27,0,None,High,44.2,1,4,1,7,1,1,0,0,0,0,1,Yellow,Clinic,Pending
Wokha Rural,Nagaland,2023-11-27,0,None,Medium,18.9,6,3,2,22,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Tura Village,Meghalaya,2023-11-27,0,None,Low,12.9,3,3,2,13,0,0,0,0,0,0,0,Red,Clinic,Verified
Khliehriat Village,Meghalaya,2023-11-27,0,None,Medium,29.2,6,4,1,24,0,0,1,0,0,0,1,Orange,Clinic,Under Investigation
Lunglei Village,Mizoram,2023-11-28,0,None,Low,8.5,2,3,0,6,0,0,0,0,0,0,0,Green,Clinic,Verified
Jiribam Village,Manipur,2023-11-28,0,None,High,31.0,3,0,0,7,1,0,1,0,0,0,1,Orange,ASHA Worker,Verified
Aizawl Rural,Mizoram,2023-11-28,0,None,Medium,24.4,2,2,2,11,1,0,0,0,0,0,0,Green,Clinic,Pending
Tezpur Village,Arunachal Pradesh,2023-11-28,0,None,Medium,19.5,4,1,0,11,0,0,1,0,0,0,0,Yellow,District Health Office,Verified
Tuensang Village,Nagaland,2023-11-28,0,None,Low,14.1,3,3,3,19,0,0,0,0,0,0,0,Green,ASHA Worker,Under Investigation
Belonia Rural,Tripura,2023-11-28,0,None,Medium,26.0,4,2,0,9,1,0,0,0,0,0,1,Red,Clinic,Verified
Thoubal Village,Manipur,2023-11-28,1,Weather-related,High,35.1,7,5,3,21,0,0,1,5,2,5,1,Yellow,Clinic,Verified
Phek Rural,Nagaland,2023-11-29,0,None,Medium,24.6,0,4,3,10,1,0,0,0,0,0,0,Yellow,Clinic,Under Investigation
Nagaon Rural,Assam,2023-11-29,0,None,Medium,18.6,6,2,3,24,0,0,0,0,0,0,0,Green,Community Leader,Verified
Bomdila Rural,Arunachal Pradesh,2023-11-29,0,None,High,38.9,5,1,2,19,1,0,1,0,0,0,1,Green,Clinic,Under Investigation
Barpeta Village,Assam,2023-11-29,0,None,Low,8.8,2,0,4,10,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Tura Village,Meghalaya,2023-11-29,0,None,Medium,17.0,2,2,0,8,0,0,1,0,0,0,0,Yellow,Clinic,Verified
Tezpur Rural,Assam,2023-11-29,0,None,Medium,19.4,2,2,2,12,0,0,1,0,0,0,0,Yellow,ASHA Worker,Verified
Jowai Rural,Meghalaya,2023-11-29,0,None,Medium,20.9,2,3,2,13,0,0,1,0,0,0,0,Green,ASHA Worker,Under Investigation
Belonia Rural,Tripura,2023-11-30,0,None,Medium,15.4,5,2,2,21,0,0,0,0,0,0,0,Green,ASHA Worker,Pending
Kolasib Rural,Mizoram,2023-11-30,0,None,Low,10.6,2,2,3,11,0,0,0,0,0,0,0,Red,Clinic,Verified
Jowai Rural,Meghalaya,2023-11-30,0,None,Low,7.4,1,2,2,6,0,0,0,0,0,0,0,Green,Community Leader,Verified
Aizawl Rural,Mizoram,2023-11-30,0,None,Low,11.2,2,4,1,16,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Resubelpara Rural,Meghalaya,2023-11-30,0,None,Medium,22.2,4,2,1,13,0,0,1,0,0,0,0,Green,Clinic,Verified
Dibrugarh Rural,Assam,2023-11-30,0,None,Medium,15.5,2,1,0,7,0,0,1,0,0,0,0,Green,Clinic,Verified
Itanagar Rural,Arunachal Pradesh,2023-11-30,0,None,Low,10.2,3,2,1,13,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Hnahthial Village,Mizoram,2023-12-01,0,None,High,30.1,6,3,3,22,0,0,1,0,0,0,1,Yellow,ASHA Worker,Under Investigation
Thoubal Village,Manipur,2023-12-01,0,None,Low,10.4,1,4,2,10,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Itanagar Rural,Arunachal Pradesh,2023-12-01,0,None,Medium,16.7,2,1,1,9,0,0,1,0,0,0,0,Green,ASHA Worker,Verified
Silchar Village,Assam,2023-12-01,0,None,Low,11.5,5,1,0,9,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Imphal Rural,Manipur,2023-12-01,0,None,Low,12.3,3,1,4,10,0,0,0,0,0,0,0,Orange,District Health Office,Verified
Lunglei Village,Mizoram,2023-12-01,0,None,Medium,19.2,1,4,1,12,0,0,1,0,0,0,0,Orange,ASHA Worker,Under Investigation
Gangtok Rural,Sikkim,2023-12-01,0,None,Low,13.7,4,3,1,12,0,0,0,0,0,0,0,Green,ASHA Worker,Under Investigation
Tura Village,Meghalaya,2023-12-02,0,None,Low,10.9,2,3,2,9,0,0,0,0,0,0,0,Yellow,District Health Office,Under Investigation
Kohima Rural,Nagaland,2023-12-02,0,None,Medium,26.8,3,4,4,15,0,0,1,0,0,0,1,Orange,ASHA Worker,Under Investigation
Silchar Village,Assam,2023-12-02,0,None,Medium,17.2,5,4,1,15,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Kiphire Village,Nagaland,2023-12-02,0,None,Low,9.0,3,2,0,6,0,0,0,0,0,0,0,Orange,District Health Office,Verified
Nongpoh Village,Meghalaya,2023-12-02,0,None,High,38.5,5,5,5,23,1,0,0,0,0,0,1,Green,ASHA Worker,Verified
Khliehriat Village,Meghalaya,2023-12-02,0,None,Low,13.9,5,1,2,15,0,0,0,0,0,0,0,Yellow,Clinic,Under Investigation
Khliehriat Village,Meghalaya,2023-12-02,0,None,Medium,26.2,3,6,1,18,0,0,1,0,0,0,1,Yellow,Clinic,Under Investigation
Itanagar Rural,Arunachal Pradesh,2023-12-03,0,None,Medium,17.0,2,2,0,9,0,0,1,0,0,0,0,Green,Community Leader,Verified
Resubelpara Rural,Meghalaya,2023-12-03,0,None,Low,7.7,1,3,1,8,0,0,0,0,0,0,0,Orange,ASHA Worker,Verified
Ukhrul Village,Manipur,2023-12-03,0,None,Low,10.2,3,2,1,14,0,0,0,0,0,0,0,Green,Clinic,Verified
Dibrugarh Rural,Assam,2023-12-03,0,None,Low,9.4,2,2,2,14,0,0,0,0,0,0,0,Yellow,ASHA Worker,Under Investigation
Baghmara Rural,Meghalaya,2023-12-03,0,None,Low,7.7,1,3,1,7,0,0,0,0,0,0,0,Orange,ASHA Worker,Pending
Singtam Village,Sikkim,2023-12-03,0,None,High,44.0,0,2,5,16,1,1,0,0,0,0,1,Orange,District Health Office,Under Investigation
Agartala Rural,Tripura,2023-12-03,0,None,Medium,16.5,6,3,0,16,0,0,0,0,0,0,0,Green,District Health Office,Verified
Tura Village,Meghalaya,2023-12-04,0,None,High,37.9,4,5,2,22,0,1,0,0,0,0,1,Yellow,ASHA Worker,Verified
Hnahthial Village,Mizoram,2023-12-04,0,None,Low,11.5,2,1,5,15,0,0,0,0,0,0,0,Yellow,District Health Office,Verified
Kailashahar Village,Tripura,2023-12-04,0,None,Medium,16.7,4,5,1,20,0,0,0,0,0,0,0,Orange,ASHA Worker,Pending
Dharmanagar Rural,Tripura,2023-12-04,0,None,Medium,23.5,2,3,0,6,1,0,0,0,0,0,0,Yellow,District Health Office,Verified
Shillong Rural,Meghalaya,2023-12-04,0,None,Low,11.2,0,0,1,2,0,0,1,0,0,0,0,Red,District Health Office,Verified
Gyalshing Rural,Sikkim,2023-12-04,0,None,Critical,61.1,4,3,3,19,1,1,1,0,0,0,1,Green,Community Leader,Pending
Gangtok Rural,Sikkim,2023-12-04,0,None,Medium,18.2,2,2,1,6,0,0,1,0,0,0,0,Green,ASHA Worker,Verified
Gyalshing Rural,Sikkim,2023-12-05,0,None,Medium,19.5,6,5,0,23,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Gangtok Rural,Sikkim,2023-12-05,0,None,Low,10.1,1,3,3,8,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Hnahthial Village,Mizoram,2023-12-05,0,None,High,34.0,4,4,0,13,0,1,0,0,0,0,1,Yellow,Clinic,Under Investigation
Resubelpara Rural,Meghalaya,2023-12-05,0,None,High,35.2,3,2,1,13,1,0,1,0,0,0,1,Red,ASHA Worker,Verified
Resubelpara Rural,Meghalaya,2023-12-05,0,None,Medium,29.5,5,3,0,14,1,0,0,0,0,0,1,Yellow,ASHA Worker,Verified
Jorhat Village,Assam,2023-12-05,0,None,Medium,16.8,3,4,4,23,0,0,0,0,0,0,0,Red,Clinic,Verified
Gyalshing Rural,Sikkim,2023-12-05,0,None,Medium,27.4,2,4,2,19,1,0,0,0,0,0,1,Orange,District Health Office,Verified
Churachandpur Village,Manipur,2023-12-06,0,None,Low,9.9,3,1,2,7,0,0,0,0,0,0,0,Orange,Clinic,Verified
Bomdila Rural,Arunachal Pradesh,2023-12-06,0,None,High,40.5,4,5,0,12,1,0,1,0,0,0,1,Orange,ASHA Worker,Verified
Pakyong Village,Sikkim,2023-12-06,0,None,Medium,16.9,2,7,2,24,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Nongpoh Village,Meghalaya,2023-12-06,0,None,Medium,15.8,4,2,4,22,0,0,0,0,0,0,0,Yellow,District Health Office,Verified
Singtam Village,Sikkim,2023-12-06,0,None,Medium,25.7,4,1,1,13,1,0,0,0,0,0,1,Green,Clinic,Under Investigation
Aizawl Rural,Mizoram,2023-12-06,0,None,Medium,28.6,2,4,3,19,1,0,0,0,0,0,1,Red,Community Leader,Verified
Rangpo Rural,Sikkim,2023-12-06,0,None,Medium,24.9,3,1,2,10,1,0,0,0,0,0,0,Green,ASHA Worker,Under Investigation
Shillong Rural,Meghalaya,2023-12-07,0,None,Medium,17.4,3,6,2,22,0,0,0,0,0,0,0,Green,Clinic,Verified
Senapati Rural,Manipur,2023-12-07,0,None,Low,10.4,1,4,2,12,0,0,0,0,0,0,0,Green,District Health Office,Verified
Barpeta Village,Assam,2023-12-07,0,None,Medium,26.7,3,3,1,9,1,0,0,0,0,0,1,Yellow,ASHA Worker,Under Investigation
Amarpur Village,Tripura,2023-12-07,0,None,Medium,18.2,7,2,1,13,0,0,0,0,0,0,0,Orange,District Health Office,Under Investigation
Guwahati Rural,Assam,2023-12-07,0,None,Low,7.0,2,2,0,9,0,0,0,0,0,0,0,Yellow,District Health Office,Verified
Senapati Rural,Manipur,2023-12-07,0,None,Medium,16.5,6,3,0,11,0,0,0,0,0,0,0,Green,Clinic,Verified
Tuensang Village,Nagaland,2023-12-07,0,None,Medium,27.2,4,2,1,11,1,0,0,0,0,0,1,Green,Clinic,Under Investigation
Churachandpur Village,Manipur,2023-12-08,0,None,Medium,15.8,4,2,4,18,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Pasighat Rural,Arunachal Pradesh,2023-12-08,0,None,Low,9.4,2,2,2,10,0,0,0,0,0,0,0,Green,Clinic,Under Investigation
Thoubal Village,Manipur,2023-12-08,0,None,Medium,24.4,3,4,2,11,0,0,1,0,0,0,0,Orange,Community Leader,Verified
Itanagar Rural,Arunachal Pradesh,2023-12-08,0,None,Low,11.0,1,6,0,13,0,0,0,0,0,0,0,Green,ASHA Worker,Pending
Tawang Rural,Arunachal Pradesh,2023-12-08,0,None,Medium,25.6,2,2,3,16,1,0,0,0,0,0,1,Green,ASHA Worker,Verified
Amarpur Village,Tripura,2023-12-08,0,None,Low,14.9,4,3,2,20,0,0,0,0,0,0,0,Orange,ASHA Worker,Verified
Phek Rural,Nagaland,2023-12-08,1,Flood-related,High,40.4,6,4,2,18,0,1,0,12,1,5,1,Green,Clinic,Verified
Gangtok Rural,Sikkim,2023-12-09,0,None,Low,6.4,2,0,2,6,0,0,0,0,0,0,0,Orange,ASHA Worker,Pending
Roing Village,Arunachal Pradesh,2023-12-09,0,None,Low,10.9,2,3,2,12,0,0,0,0,0,0,0,Red,Clinic,Verified
Udaipur Village,Tripura,2023-12-09,0,None,Low,10.5,0,3,5,13,0,0,0,0,0,0,0,Green,ASHA Worker,Verified
Naharlagun Village,Arunachal Pradesh,2023-12-09,0,None,Low,12.7,5,1,1,10,0,0,0,0,0,0,0,Orange,Community Leader,Verified
Lawngtlai Village,Mizoram,2023-12-09,0,None,Medium,18.2,2,2,1,7,0,0,1,0,0,0,0,Green,ASHA Worker,Verified
Thoubal Village,Manipur,2023-12-09,0,None,Medium,26.1,4,3,3,16,0,0,1,0,0,0,1,Yellow,Clinic,Verified
Agartala Rural,Tripura,2023-12-09,0,None,Low,14.2,5,2,1,18,0,0,0,0,0,0,0,Yellow,District Health Office,Verified
Resubelpara Rural,Meghalaya,2023-12-10,0,None,Low,10.5,3,3,0,9,0,0,0,0,0,0,0,Green,Clinic,Verified
Mokokchung Rural,Nagaland,2023-12-10,0,None,Low,13.2,3,4,1,18,0,0,0,0,0,0,0,Red,ASHA Worker,Under Investigation
Naharlagun Village,Arunachal Pradesh,2023-12-10,0,None,Low,10.7,4,1,1,8,0,0,0,0,0,0,0,Green,Clinic,Verified
Karimganj Village,Assam,2023-12-10,0,None,Low,10.2,3,2,1,10,0,0,0,0,0,0,0,Yellow,Clinic,Under Investigation
Silchar Village,Assam,2023-12-10,0,None,Low,13.8,3,2,4,15,0,0,0,0,0,0,0,Green,Community Leader,Verified
Lawngtlai Village,Mizoram,2023-12-10,0,None,Low,11.0,4,2,0,12,0,0,0,0,0,0,0,Green,Community Leader,Verified
Dibrugarh Rural,Assam,2023-12-10,0,None,Medium,20.3,2,1,4,15,0,0,1,0,0,0,0,Green,ASHA Worker,Verified
Senapati Rural,Manipur,2023-12-11,0,None,Low,13.2,3,4,1,10,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Lunglei Village,Mizoram,2023-12-11,0,None,Medium,22.3,3,1,4,15,0,0,1,0,0,0,0,Yellow,ASHA Worker,Verified
Champhai Rural,Mizoram,2023-12-11,0,None,Medium,17.5,5,5,0,12,0,0,0,0,0,0,0,Orange,District Health Office,Verified
Wokha Rural,Nagaland,2023-12-11,0,None,Low,12.2,4,2,1,14,0,0,0,0,0,0,0,Orange,Community Leader,Under Investigation
Nongpoh Village,Meghalaya,2023-12-11,0,None,Low,12.8,4,0,4,17,0,0,0,0,0,0,0,Yellow,Clinic,Verified
Guwahati Rural,Assam,2023-12-11,0,None,Medium,17.1,6,1,3,18,0,0,0,0,0,0,0,Green,Clinic,Under Investigation
Dimapur Village,Nagaland,2023-12-11,0,None,Low,14.6,4,2,3,11,0,0,0,0,0,0,0,Green,District Health Office,Verified
Naharlagun Village,Arunachal Pradesh,2023-12-12,0,None,Medium,19.4,2,2,2,14,0,0,1,0,0,0,0,Yellow,ASHA Worker,Verified
Barpeta Village,Assam,2023-12-12,0,None,Medium,15.3,3,3,4,15,0,0,0,0,0,0,0,Green,District Health Office,Verified
Aizawl Rural,Mizoram,2023-12-12,0,None,Low,8.9,1,3,2,9,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Thoubal Village,Manipur,2023-12-12,0,None,Low,5.9,1,1,2,4,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Udaipur Village,Tripura,2023-12-12,0,None,Low,11.3,1,3,4,18,0,0,0,0,0,0,0,Yellow,District Health Office,Verified
Roing Village,Arunachal Pradesh,2023-12-12,0,None,Medium,19.4,7,2,2,18,0,0,0,0,0,0,0,Orange,Community Leader,Verified
Teliamura Rural,Tripura,2023-12-12,0,None,Medium,22.7,5,1,1,12,0,0,1,0,0,0,0,Green,ASHA Worker,Verified
